date,domain,total_comments
2015-09-11,aliexpress,672
2015-09-12,aliexpress,375
2015-09-13,aliexpress,398
2015-09-14,aliexpress,549
2015-09-15,aliexpress,617
2015-09-16,aliexpress,737
2015-09-17,aliexpress,557
2015-09-18,aliexpress,614
2015-09-19,aliexpress,314
2015-09-20,aliexpress,315
2015-09-21,aliexpress,493
2015-09-22,aliexpress,502
2015-09-23,aliexpress,596
2015-09-24,aliexpress,576
2015-09-25,aliexpress,599
2015-09-26,aliexpress,414
2015-09-27,aliexpress,366
2015-09-28,aliexpress,473
2015-09-29,aliexpress,550
2015-09-30,aliexpress,685
2015-10-01,aliexpress,368
2015-10-02,aliexpress,598
2015-10-02,ozon,40
2015-10-03,aliexpress,244
2015-10-04,aliexpress,407
2015-10-05,aliexpress,680
2015-10-06,aliexpress,488
2015-10-07,aliexpress,410
2015-10-08,aliexpress,498
2015-10-09,aliexpress,585
2015-10-10,aliexpress,278
2015-10-11,aliexpress,120
2015-10-12,aliexpress,407
2015-10-13,aliexpress,582
2015-10-14,aliexpress,476
2015-10-15,aliexpress,499
2015-10-16,aliexpress,553
2015-10-17,aliexpress,159
2015-10-18,aliexpress,117
2015-10-19,aliexpress,388
2015-10-20,aliexpress,572
2015-10-21,aliexpress,506
2015-10-22,aliexpress,524
2015-10-23,aliexpress,550
2015-10-24,aliexpress,319
2015-10-25,aliexpress,231
2015-10-26,aliexpress,656
2015-10-27,aliexpress,562
2015-10-28,aliexpress,536
2015-10-29,aliexpress,544
2015-10-30,aliexpress,460
2015-10-31,aliexpress,313
2015-11-01,aliexpress,374
2015-11-02,aliexpress,541
2015-11-03,aliexpress,661
2015-11-04,aliexpress,464
2015-11-05,aliexpress,487
2015-11-06,aliexpress,555
2015-11-07,aliexpress,252
2015-11-08,aliexpress,472
2015-11-09,aliexpress,592
2015-11-10,aliexpress,449
2015-11-11,aliexpress,1705
2015-11-11,ozon,40
2015-11-12,aliexpress,876
2015-11-12,ozon,39
2015-11-13,aliexpress,514
2015-11-14,aliexpress,497
2015-11-15,ozon,40
2015-11-16,aliexpress,533
2015-11-17,aliexpress,429
2015-11-18,aliexpress,434
2015-11-19,aliexpress,513
2015-11-19,yandex.market,0
2015-11-20,aliexpress,538
2015-11-20,yandex.market,0
2015-11-21,aliexpress,295
2015-11-22,aliexpress,234
2015-11-23,aliexpress,504
2015-11-23,yandex.market,0
2015-11-24,aliexpress,584
2015-11-24,yandex.market,0
2015-11-25,aliexpress,796
2015-11-25,yandex.market,0
2015-11-26,aliexpress,651
2015-11-26,yandex.market,0
2015-11-27,aliexpress,237
2015-11-27,yandex.market,187
2015-11-28,aliexpress,194
2015-11-30,aliexpress,411
2015-11-30,yandex.market,0
2015-12-01,aliexpress,515
2015-12-01,ozon,39
2015-12-02,aliexpress,446
2015-12-02,yandex.market,0
2015-12-03,aliexpress,427
2015-12-03,yandex.market,1
2015-12-04,aliexpress,468
2015-12-04,ozon,40
2015-12-04,yandex.market,0
2015-12-05,aliexpress,158
2015-12-06,aliexpress,151
2015-12-07,aliexpress,535
2015-12-07,yandex.market,0
2015-12-08,aliexpress,538
2015-12-08,yandex.market,0
2015-12-09,aliexpress,507
2015-12-09,yandex.market,0
2015-12-10,aliexpress,586
2015-12-10,ozon,40
2015-12-10,yandex.market,0
2015-12-11,aliexpress,398
2015-12-11,yandex.market,0
2015-12-12,aliexpress,68
2015-12-13,aliexpress,117
2015-12-14,aliexpress,542
2015-12-14,yandex.market,0
2015-12-15,aliexpress,421
2015-12-15,ozon,39
2015-12-16,aliexpress,494
2015-12-16,yandex.market,0
2015-12-17,aliexpress,466
2015-12-17,ozon,39
2015-12-17,yandex.market,6
2015-12-18,aliexpress,368
2015-12-18,yandex.market,0
2015-12-19,aliexpress,190
2015-12-20,aliexpress,238
2015-12-21,aliexpress,404
2015-12-21,yandex.market,0
2015-12-22,aliexpress,420
2015-12-22,yandex.market,0
2015-12-23,aliexpress,391
2015-12-23,yandex.market,0
2015-12-24,aliexpress,380
2015-12-24,yandex.market,1
2015-12-25,aliexpress,506
2015-12-25,yandex.market,0
2015-12-26,aliexpress,235
2015-12-27,aliexpress,235
2015-12-28,aliexpress,464
2015-12-28,yandex.market,0
2015-12-29,aliexpress,413
2015-12-29,yandex.market,0
2015-12-30,aliexpress,229
2015-12-30,ozon,40
2015-12-30,yandex.market,0
2015-12-31,aliexpress,204
2015-12-31,yandex.market,0
2016-01-01,aliexpress,156
2016-01-01,yandex.market,0
2016-01-02,aliexpress,116
2016-01-03,aliexpress,158
2016-01-04,aliexpress,349
2016-01-04,yandex.market,0
2016-01-05,aliexpress,370
2016-01-06,aliexpress,402
2016-01-06,yandex.market,0
2016-01-07,aliexpress,393
2016-01-07,yandex.market,2
2016-01-08,aliexpress,380
2016-01-08,yandex.market,0
2016-01-09,aliexpress,117
2016-01-10,aliexpress,120
2016-01-11,aliexpress,587
2016-01-11,yandex.market,0
2016-01-12,aliexpress,460
2016-01-12,ozon,40
2016-01-13,aliexpress,433
2016-01-14,aliexpress,376
2016-01-14,yandex.market,0
2016-01-15,aliexpress,417
2016-01-15,yandex.market,0
2016-01-16,aliexpress,196
2016-01-17,aliexpress,233
2016-01-18,aliexpress,466
2016-01-18,yandex.market,0
2016-01-19,aliexpress,457
2016-01-19,yandex.market,0
2016-01-20,aliexpress,411
2016-01-20,yandex.market,0
2016-01-21,aliexpress,401
2016-01-21,ozon,21
2016-01-21,yandex.market,0
2016-01-22,aliexpress,421
2016-01-22,yandex.market,0
2016-01-23,aliexpress,157
2016-01-24,aliexpress,199
2016-01-25,aliexpress,460
2016-01-25,ozon,7
2016-01-25,yandex.market,0
2016-01-26,aliexpress,436
2016-01-26,yandex.market,0
2016-01-27,aliexpress,381
2016-01-27,ozon,11
2016-01-27,yandex.market,0
2016-01-28,aliexpress,427
2016-01-28,yandex.market,0
2016-01-29,aliexpress,391
2016-01-29,ozon,12
2016-01-29,yandex.market,0
2016-01-30,aliexpress,157
2016-01-31,aliexpress,193
2016-02-01,aliexpress,497
2016-02-01,yandex.market,0
2016-02-02,aliexpress,354
2016-02-02,ozon,10
2016-02-02,yandex.market,0
2016-02-03,aliexpress,439
2016-02-03,ozon,10
2016-02-03,yandex.market,2
2016-02-04,aliexpress,464
2016-02-04,ozon,8
2016-02-04,yandex.market,0
2016-02-05,aliexpress,406
2016-02-05,ozon,18
2016-02-05,yandex.market,0
2016-02-06,aliexpress,261
2016-02-07,aliexpress,313
2016-02-08,aliexpress,153
2016-02-08,yandex.market,0
2016-02-09,aliexpress,276
2016-02-09,yandex.market,1
2016-02-10,aliexpress,267
2016-02-10,yandex.market,0
2016-02-11,aliexpress,275
2016-02-11,ozon,33
2016-02-11,yandex.market,0
2016-02-12,aliexpress,192
2016-02-12,yandex.market,25
2016-02-13,aliexpress,198
2016-02-14,aliexpress,237
2016-02-14,ozon,23
2016-02-15,aliexpress,311
2016-02-15,ozon,23
2016-02-15,yandex.market,3
2016-02-16,aliexpress,275
2016-02-16,ozon,30
2016-02-16,yandex.market,0
2016-02-17,aliexpress,382
2016-02-17,yandex.market,1
2016-02-18,aliexpress,269
2016-02-18,ozon,40
2016-02-18,yandex.market,0
2016-02-19,aliexpress,425
2016-02-19,yandex.market,2
2016-02-20,aliexpress,277
2016-02-20,ozon,34
2016-02-20,yandex.market,0
2016-02-21,aliexpress,238
2016-02-21,ozon,19
2016-02-21,yandex.market,0
2016-02-22,aliexpress,357
2016-02-22,ozon,3
2016-02-22,yandex.market,0
2016-02-23,aliexpress,314
2016-02-23,ozon,29
2016-02-23,yandex.market,1
2016-02-24,aliexpress,401
2016-02-24,ozon,28
2016-02-24,yandex.market,0
2016-02-25,aliexpress,305
2016-02-25,ozon,0
2016-02-25,yandex.market,0
2016-02-26,aliexpress,272
2016-02-26,ozon,37
2016-02-26,yandex.market,1
2016-02-27,aliexpress,395
2016-02-28,ozon,0
2016-02-29,aliexpress,309
2016-02-29,ozon,23
2016-02-29,yandex.market,0
2016-03-01,aliexpress,271
2016-03-01,ozon,4
2016-03-01,yandex.market,0
2016-03-02,aliexpress,119
2016-03-02,ozon,25
2016-03-03,ozon,4
2016-03-03,yandex.market,40
2016-03-04,aliexpress,336
2016-03-04,ozon,49
2016-03-04,yandex.market,0
2016-03-05,aliexpress,368
2016-03-05,ozon,11
2016-03-05,yandex.market,3
2016-03-06,aliexpress,310
2016-03-06,yandex.market,0
2016-03-07,aliexpress,379
2016-03-07,ozon,22
2016-03-07,yandex.market,0
2016-03-08,aliexpress,322
2016-03-08,ozon,24
2016-03-08,yandex.market,0
2016-03-09,aliexpress,413
2016-03-09,yandex.market,0
2016-03-10,aliexpress,403
2016-03-10,ozon,6
2016-03-10,yandex.market,0
2016-03-11,aliexpress,363
2016-03-11,ozon,1
2016-03-11,yandex.market,0
2016-03-12,aliexpress,273
2016-03-13,aliexpress,80
2016-03-13,ozon,0
2016-03-14,aliexpress,298
2016-03-14,ozon,26
2016-03-14,yandex.market,0
2016-03-15,aliexpress,352
2016-03-15,yandex.market,0
2016-03-16,aliexpress,351
2016-03-16,ozon,17
2016-03-16,yandex.market,0
2016-03-17,aliexpress,427
2016-03-17,yandex.market,7
2016-03-18,aliexpress,392
2016-03-18,ozon,30
2016-03-18,yandex.market,15
2016-03-19,aliexpress,276
2016-03-19,ozon,40
2016-03-20,aliexpress,310
2016-03-21,aliexpress,452
2016-03-21,yandex.market,3
2016-03-22,aliexpress,410
2016-03-22,yandex.market,0
2016-03-23,aliexpress,491
2016-03-23,ozon,14
2016-03-23,yandex.market,0
2016-03-24,aliexpress,421
2016-03-24,ozon,9
2016-03-24,yandex.market,4
2016-03-25,aliexpress,409
2016-03-25,ozon,26
2016-03-25,yandex.market,0
2016-03-26,aliexpress,243
2016-03-27,aliexpress,340
2016-03-28,aliexpress,346
2016-03-29,aliexpress,710
2016-03-29,yandex.market,40
2016-03-30,aliexpress,342
2016-03-30,ozon,15
2016-03-30,yandex.market,9
2016-03-31,aliexpress,430
2016-03-31,ozon,8
2016-03-31,yandex.market,0
2016-04-01,aliexpress,496
2016-04-01,ozon,20
2016-04-01,yandex.market,0
2016-04-02,aliexpress,327
2016-04-03,aliexpress,301
2016-04-04,aliexpress,414
2016-04-04,ozon,19
2016-04-04,yandex.market,4
2016-04-05,aliexpress,422
2016-04-05,ozon,30
2016-04-05,yandex.market,3
2016-04-06,aliexpress,408
2016-04-06,ozon,40
2016-04-06,yandex.market,1
2016-04-07,aliexpress,480
2016-04-07,ozon,40
2016-04-07,yandex.market,0
2016-04-08,aliexpress,389
2016-04-08,ozon,14
2016-04-08,yandex.market,0
2016-04-09,aliexpress,353
2016-04-10,aliexpress,326
2016-04-10,ozon,14
2016-04-11,aliexpress,344
2016-04-11,ozon,23
2016-04-11,yandex.market,0
2016-04-12,aliexpress,279
2016-04-12,ozon,29
2016-04-12,yandex.market,14
2016-04-13,aliexpress,303
2016-04-13,ozon,17
2016-04-13,yandex.market,6
2016-04-14,aliexpress,347
2016-04-14,ozon,13
2016-04-14,yandex.market,1
2016-04-15,aliexpress,368
2016-04-15,ozon,24
2016-04-15,yandex.market,2
2016-04-16,aliexpress,334
2016-04-17,aliexpress,333
2016-04-17,ozon,24
2016-04-18,aliexpress,365
2016-04-18,ozon,9
2016-04-18,yandex.market,39
2016-04-19,aliexpress,512
2016-04-19,ozon,0
2016-04-20,aliexpress,317
2016-04-20,ozon,24
2016-04-20,yandex.market,0
2016-04-21,aliexpress,406
2016-04-21,ozon,40
2016-04-21,yandex.market,2
2016-04-22,aliexpress,504
2016-04-22,ozon,9
2016-04-22,yandex.market,4
2016-04-23,aliexpress,268
2016-04-24,aliexpress,294
2016-04-24,ozon,21
2016-04-25,aliexpress,392
2016-04-25,yandex.market,0
2016-04-26,aliexpress,283
2016-04-26,ozon,11
2016-04-26,yandex.market,2
2016-04-27,aliexpress,372
2016-04-27,ozon,8
2016-04-27,yandex.market,0
2016-04-28,aliexpress,371
2016-04-28,yandex.market,5
2016-04-29,aliexpress,486
2016-04-29,ozon,36
2016-04-29,yandex.market,0
2016-04-30,aliexpress,357
2016-05-01,aliexpress,324
2016-05-01,yandex.market,0
2016-05-02,aliexpress,410
2016-05-03,aliexpress,325
2016-05-03,ozon,0
2016-05-04,aliexpress,394
2016-05-04,ozon,18
2016-05-04,yandex.market,0
2016-05-05,aliexpress,338
2016-05-05,ozon,0
2016-05-05,yandex.market,8
2016-05-06,aliexpress,482
2016-05-06,ozon,8
2016-05-06,yandex.market,0
2016-05-07,aliexpress,335
2016-05-08,aliexpress,332
2016-05-09,aliexpress,395
2016-05-09,ozon,0
2016-05-09,yandex.market,0
2016-05-10,aliexpress,373
2016-05-10,ozon,17
2016-05-10,yandex.market,0
2016-05-11,aliexpress,393
2016-05-11,ozon,5
2016-05-12,aliexpress,353
2016-05-12,ozon,26
2016-05-12,yandex.market,1
2016-05-13,aliexpress,517
2016-05-13,ozon,11
2016-05-13,yandex.market,0
2016-05-14,aliexpress,359
2016-05-15,aliexpress,337
2016-05-16,aliexpress,400
2016-05-16,ozon,0
2016-05-16,yandex.market,5
2016-05-17,aliexpress,392
2016-05-17,ozon,18
2016-05-17,yandex.market,0
2016-05-18,aliexpress,441
2016-05-19,aliexpress,336
2016-05-19,ozon,11
2016-05-19,yandex.market,40
2016-05-20,aliexpress,469
2016-05-20,ozon,4
2016-05-20,yandex.market,0
2016-05-21,aliexpress,397
2016-05-21,ozon,42
2016-05-22,aliexpress,338
2016-05-23,aliexpress,369
2016-05-23,ozon,12
2016-05-23,yandex.market,0
2016-05-24,aliexpress,391
2016-05-24,ozon,19
2016-05-24,yandex.market,0
2016-05-25,aliexpress,501
2016-05-25,ozon,2
2016-05-25,yandex.market,0
2016-05-26,aliexpress,406
2016-05-26,yandex.market,21
2016-05-27,aliexpress,379
2016-05-27,ozon,25
2016-05-27,yandex.market,10
2016-05-28,aliexpress,336
2016-05-28,ozon,0
2016-05-29,aliexpress,331
2016-05-30,aliexpress,414
2016-05-30,ozon,24
2016-05-30,yandex.market,0
2016-05-31,aliexpress,306
2016-05-31,yandex.market,0
2016-06-01,aliexpress,507
2016-06-01,ozon,0
2016-06-01,yandex.market,2
2016-06-02,aliexpress,377
2016-06-02,ozon,4
2016-06-02,yandex.market,4
2016-06-03,aliexpress,427
2016-06-03,ozon,13
2016-06-03,yandex.market,23
2016-06-04,aliexpress,320
2016-06-05,aliexpress,290
2016-06-06,aliexpress,457
2016-06-06,yandex.market,0
2016-06-07,aliexpress,378
2016-06-07,ozon,0
2016-06-07,yandex.market,6
2016-06-08,aliexpress,408
2016-06-08,ozon,4
2016-06-08,yandex.market,0
2016-06-09,aliexpress,305
2016-06-09,yandex.market,0
2016-06-10,aliexpress,288
2016-06-10,yandex.market,5
2016-06-11,aliexpress,401
2016-06-11,ozon,2
2016-06-12,aliexpress,305
2016-06-12,ozon,0
2016-06-12,yandex.market,0
2016-06-13,aliexpress,374
2016-06-13,ozon,21
2016-06-14,aliexpress,296
2016-06-14,yandex.market,0
2016-06-15,aliexpress,460
2016-06-15,yandex.market,5
2016-06-16,aliexpress,385
2016-06-16,ozon,14
2016-06-16,yandex.market,0
2016-06-17,aliexpress,377
2016-06-17,ozon,12
2016-06-17,yandex.market,0
2016-06-18,aliexpress,279
2016-06-19,aliexpress,294
2016-06-20,aliexpress,363
2016-06-20,yandex.market,2
2016-06-21,aliexpress,372
2016-06-21,ozon,7
2016-06-21,yandex.market,2
2016-06-22,aliexpress,371
2016-06-22,ozon,4
2016-06-22,yandex.market,0
2016-06-23,aliexpress,362
2016-06-23,ozon,26
2016-06-23,yandex.market,0
2016-06-24,aliexpress,273
2016-06-24,yandex.market,0
2016-06-25,aliexpress,340
2016-06-26,aliexpress,294
2016-06-26,ozon,23
2016-06-27,aliexpress,331
2016-06-27,yandex.market,0
2016-06-28,aliexpress,302
2016-06-28,ozon,40
2016-06-28,yandex.market,0
2016-06-29,aliexpress,354
2016-06-29,ozon,5
2016-06-29,yandex.market,0
2016-06-30,aliexpress,381
2016-06-30,ozon,28
2016-06-30,yandex.market,0
2016-07-01,aliexpress,327
2016-07-01,ozon,17
2016-07-01,yandex.market,0
2016-07-02,aliexpress,304
2016-07-03,aliexpress,303
2016-07-03,ozon,4
2016-07-04,aliexpress,407
2016-07-04,ozon,21
2016-07-04,yandex.market,0
2016-07-05,aliexpress,398
2016-07-05,ozon,0
2016-07-06,aliexpress,300
2016-07-06,ozon,17
2016-07-07,aliexpress,372
2016-07-07,ozon,15
2016-07-08,aliexpress,387
2016-07-08,ozon,34
2016-07-09,aliexpress,236
2016-07-10,aliexpress,251
2016-07-11,aliexpress,242
2016-07-11,yandex.market,0
2016-07-12,aliexpress,216
2016-07-12,yandex.market,1
2016-07-13,aliexpress,275
2016-07-13,ozon,0
2016-07-13,yandex.market,0
2016-07-14,aliexpress,234
2016-07-14,ozon,0
2016-07-14,yandex.market,4
2016-07-15,aliexpress,367
2016-07-15,ozon,0
2016-07-15,yandex.market,0
2016-07-16,aliexpress,265
2016-07-16,ozon,3
2016-07-17,aliexpress,239
2016-07-17,ozon,16
2016-07-18,aliexpress,348
2016-07-19,aliexpress,359
2016-07-19,ozon,10
2016-07-20,aliexpress,136
2016-07-20,ozon,16
2016-07-21,aliexpress,297
2016-07-21,ozon,29
2016-07-22,aliexpress,301
2016-07-22,ozon,13
2016-07-23,aliexpress,270
2016-07-24,aliexpress,294
2016-07-24,ozon,35
2016-07-25,aliexpress,258
2016-07-25,ozon,23
2016-07-25,yandex.market,0
2016-07-26,aliexpress,304
2016-07-26,ozon,14
2016-07-27,aliexpress,341
2016-07-27,ozon,8
2016-07-27,yandex.market,0
2016-07-28,aliexpress,338
2016-07-28,ozon,25
2016-07-28,yandex.market,0
2016-07-29,aliexpress,315
2016-07-29,ozon,1
2016-07-30,aliexpress,253
2016-07-30,ozon,8
2016-07-31,aliexpress,296
2016-07-31,ozon,6
2016-08-01,aliexpress,301
2016-08-01,ozon,14
2016-08-02,aliexpress,293
2016-08-02,ozon,8
2016-08-03,aliexpress,319
2016-08-03,ozon,0
2016-08-04,aliexpress,283
2016-08-04,ozon,39
2016-08-05,aliexpress,328
2016-08-05,ozon,0
2016-08-05,yandex.market,0
2016-08-06,aliexpress,65
2016-08-07,aliexpress,260
2016-08-07,ozon,0
2016-08-08,aliexpress,333
2016-08-08,ozon,8
2016-08-08,yandex.market,0
2016-08-09,aliexpress,340
2016-08-09,ozon,18
2016-08-09,yandex.market,0
2016-08-10,aliexpress,355
2016-08-10,ozon,40
2016-08-10,yandex.market,1
2016-08-11,aliexpress,238
2016-08-11,ozon,0
2016-08-11,yandex.market,0
2016-08-12,aliexpress,288
2016-08-12,ozon,12
2016-08-12,yandex.market,1
2016-08-13,aliexpress,262
2016-08-14,aliexpress,322
2016-08-15,aliexpress,318
2016-08-15,ozon,12
2016-08-16,aliexpress,260
2016-08-16,ozon,15
2016-08-16,yandex.market,0
2016-08-17,aliexpress,309
2016-08-17,yandex.market,1
2016-08-18,aliexpress,269
2016-08-18,ozon,6
2016-08-18,yandex.market,4
2016-08-19,aliexpress,225
2016-08-19,ozon,40
2016-08-19,yandex.market,0
2016-08-20,aliexpress,170
2016-08-21,aliexpress,253
2016-08-22,aliexpress,355
2016-08-22,yandex.market,12
2016-08-23,aliexpress,316
2016-08-23,ozon,13
2016-08-23,yandex.market,28
2016-08-24,aliexpress,264
2016-08-24,ozon,24
2016-08-24,yandex.market,5
2016-08-25,aliexpress,296
2016-08-25,ozon,32
2016-08-25,yandex.market,0
2016-08-26,aliexpress,288
2016-08-26,yandex.market,1
2016-08-27,aliexpress,286
2016-08-28,aliexpress,188
2016-08-29,aliexpress,252
2016-08-29,ozon,10
2016-08-29,yandex.market,5
2016-08-30,aliexpress,243
2016-08-30,ozon,40
2016-08-30,yandex.market,8
2016-08-31,aliexpress,294
2016-08-31,ozon,0
2016-08-31,yandex.market,0
2016-09-01,aliexpress,286
2016-09-01,ozon,0
2016-09-01,yandex.market,5
2016-09-02,aliexpress,300
2016-09-02,ozon,3
2016-09-02,yandex.market,5
2016-09-03,aliexpress,273
2016-09-04,aliexpress,262
2016-09-04,ozon,40
2016-09-05,aliexpress,273
2016-09-05,ozon,40
2016-09-05,yandex.market,17
2016-09-06,aliexpress,296
2016-09-06,yandex.market,0
2016-09-07,aliexpress,313
2016-09-07,ozon,0
2016-09-07,yandex.market,1
2016-09-08,aliexpress,256
2016-09-08,ozon,4
2016-09-09,aliexpress,309
2016-09-09,ozon,34
2016-09-09,yandex.market,40
2016-09-10,aliexpress,223
2016-09-11,aliexpress,238
2016-09-11,ozon,0
2016-09-12,aliexpress,267
2016-09-12,ozon,0
2016-09-12,yandex.market,17
2016-09-13,aliexpress,274
2016-09-13,yandex.market,29
2016-09-14,aliexpress,298
2016-09-14,ozon,18
2016-09-14,yandex.market,26
2016-09-15,aliexpress,180
2016-09-15,ozon,3
2016-09-15,yandex.market,31
2016-09-16,aliexpress,216
2016-09-16,ozon,16
2016-09-17,aliexpress,266
2016-09-18,aliexpress,251
2016-09-18,ozon,40
2016-09-19,aliexpress,305
2016-09-19,ozon,20
2016-09-20,aliexpress,313
2016-09-21,aliexpress,339
2016-09-21,ozon,40
2016-09-21,yandex.market,38
2016-09-22,aliexpress,360
2016-09-22,ozon,6
2016-09-23,aliexpress,340
2016-09-23,ozon,11
2016-09-23,yandex.market,26
2016-09-24,aliexpress,268
2016-09-25,aliexpress,238
2016-09-26,aliexpress,312
2016-09-26,ozon,15
2016-09-26,yandex.market,22
2016-09-27,aliexpress,228
2016-09-27,ozon,28
2016-09-27,yandex.market,23
2016-09-28,aliexpress,306
2016-09-28,ozon,2
2016-09-28,yandex.market,32
2016-09-29,aliexpress,239
2016-09-29,ozon,0
2016-09-29,yandex.market,33
2016-09-30,aliexpress,265
2016-09-30,ozon,11
2016-09-30,yandex.market,27
2016-10-01,aliexpress,301
2016-10-02,aliexpress,209
2016-10-02,ozon,19
2016-10-03,aliexpress,230
2016-10-03,yandex.market,11
2016-10-04,aliexpress,264
2016-10-04,ozon,0
2016-10-04,yandex.market,19
2016-10-05,aliexpress,316
2016-10-05,ozon,16
2016-10-05,yandex.market,8
2016-10-06,aliexpress,242
2016-10-06,ozon,0
2016-10-06,yandex.market,2
2016-10-07,aliexpress,274
2016-10-07,ozon,22
2016-10-07,yandex.market,16
2016-10-08,aliexpress,232
2016-10-09,aliexpress,281
2016-10-09,ozon,40
2016-10-10,aliexpress,146
2016-10-10,ozon,16
2016-10-10,yandex.market,7
2016-10-11,aliexpress,250
2016-10-11,ozon,0
2016-10-11,yandex.market,7
2016-10-12,aliexpress,313
2016-10-12,ozon,5
2016-10-12,yandex.market,6
2016-10-13,aliexpress,257
2016-10-13,ozon,5
2016-10-13,yandex.market,14
2016-10-14,aliexpress,271
2016-10-14,ozon,19
2016-10-14,yandex.market,33
2016-10-15,aliexpress,251
2016-10-16,aliexpress,293
2016-10-16,ozon,16
2016-10-17,aliexpress,239
2016-10-17,yandex.market,2
2016-10-18,aliexpress,282
2016-10-18,yandex.market,6
2016-10-19,aliexpress,288
2016-10-19,yandex.market,40
2016-10-20,aliexpress,302
2016-10-20,yandex.market,11
2016-10-21,aliexpress,213
2016-10-21,ozon,19
2016-10-21,yandex.market,26
2016-10-22,aliexpress,278
2016-10-23,aliexpress,243
2016-10-24,aliexpress,317
2016-10-24,ozon,4
2016-10-24,yandex.market,17
2016-10-25,aliexpress,321
2016-10-25,yandex.market,30
2016-10-26,aliexpress,226
2016-10-26,ozon,0
2016-10-26,yandex.market,26
2016-10-27,aliexpress,218
2016-10-27,yandex.market,18
2016-10-28,aliexpress,232
2016-10-28,yandex.market,26
2016-10-29,aliexpress,270
2016-10-30,aliexpress,337
2016-10-31,aliexpress,320
2016-10-31,ozon,39
2016-10-31,yandex.market,35
2016-11-01,aliexpress,372
2016-11-01,ozon,0
2016-11-01,yandex.market,15
2016-11-02,aliexpress,200
2016-11-02,ozon,27
2016-11-02,yandex.market,40
2016-11-03,aliexpress,275
2016-11-03,ozon,24
2016-11-03,yandex.market,40
2016-11-04,aliexpress,321
2016-11-05,aliexpress,303
2016-11-06,aliexpress,212
2016-11-06,ozon,38
2016-11-07,aliexpress,147
2016-11-07,yandex.market,24
2016-11-08,aliexpress,297
2016-11-08,ozon,2
2016-11-08,yandex.market,0
2016-11-09,aliexpress,409
2016-11-09,ozon,20
2016-11-09,yandex.market,28
2016-11-10,aliexpress,467
2016-11-10,ozon,20
2016-11-10,yandex.market,31
2016-11-11,aliexpress,1093
2016-11-11,ozon,80
2016-11-11,yandex.market,33
2016-11-12,aliexpress,469
2016-11-13,aliexpress,229
2016-11-14,aliexpress,258
2016-11-14,ozon,39
2016-11-14,yandex.market,13
2016-11-15,aliexpress,152
2016-11-15,ozon,22
2016-11-15,yandex.market,11
2016-11-16,aliexpress,261
2016-11-16,ozon,11
2016-11-16,yandex.market,5
2016-11-17,aliexpress,237
